Brand,Name,Price,Styles,Review Count,Star Rating,Product Details,Product Details Alt,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars,Url
Lug,Lug Aerial Tote Olive Green Travel Tote,84.99,,NA,NA,NA,Product Dimensions:  7.5 x 24 x 16.5 inches; Shipping Weight:  2.05 pounds (View shipping rates and policies); ASIN:  B073R4GFJV; ; Item model number:  AERIAL -OLIVE GREEN; Date first available at Amazon.com:  August 17 2017; Amazon Best Sellers Rank:  #6036922 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#8292 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#21171 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #8292 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #21171 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Lug-Womens-Aerial-Travel-Olive/dp/B073R4GFJV/ref=sr_1_3396
Lady Gaga,I Love Lady Gaga ARTPOP Promo Official Black Tote Bag Purse From Bundle,3.99,,3 customer reviews,4.0 out of 5 stars,NA,Shipping Information:  View shipping rates and policies; ASIN:  B00EH0KPAE; ; Date first available at Amazon.com:  August 11 2013; Amazon Best Sellers Rank:  #3429953 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#4715 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#13500 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #4715 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #13500 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 3 customer reviews,5 star (33%),N/A,3 star (67%),N/A,N/A,https://www.amazon.com/ARTPOP-Promo-Official-Black-Bundle/dp/B00EH0KPAE/ref=sr_1_3397
Timbuk2,Timbuk2 Grove Tote Bag,83.02,Aloha Full-Cycle Twill; New Black,5 customer reviews,3.8 out of 5 stars,NA,Product Dimensions:  16.1 x 5.5 x 13 inches ; 2.2 pounds; Shipping Weight:  2.7 pounds (View shipping rates and policies); Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item can be shipped to select countries outside of the U.S. Learn More; ASIN:  B00M48CPUE; Item model number:  633-3-2007; Average Customer Review: 5 customer reviews; Amazon Best Sellers Rank:  #493627 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#249 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Gym Totes; #249 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Gym Totes,5 star (40%),4 star (20%),3 star (20%),2 star (20%),N/A,https://www.amazon.com/Timbuk2-Grove-Tote-Black-Size/dp/B00M48CPUE/ref=sr_1_3398
Simplicity,Simplicity Large Canvas Tote Bag With Cute Designs Zipper Closure,5.99,,1 customer review,5.0 out of 5 stars,NA,Shipping Weight:  1 pounds (View shipping rates and policies); ASIN:  B00LFEB766; ; Item model number:  88-B14050804-01; Date first available at Amazon.com:  June 30 2014; Amazon Best Sellers Rank:  #5684478 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#7835 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#20273 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #7835 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #20273 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Simplicity-Canvas-Designs-Zipper-Closure/dp/B00LFEB766/ref=sr_1_3399
Gift House,Sheet Music Collage Tote Bag (17.5"L X 7.5"W X 15.5"H ),3.98,,5 customer reviews,5.0 out of 5 stars,Shipping Weight: 1.95 pounds (View shipping rates and policies); ASIN: B00LMHFR7G; Manufacturer recommended age: 6 years and up; Best Sellers Rank: #678531 in Toys & Games (See Top 100 in Toys & Games)#2600 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#8323 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Customer Reviews: 5 customer reviews5.0 out of 5 stars,NA,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Sheet-Music-Collage-Tote-17-5/dp/B00LMHFR7G/ref=sr_1_3400
Wicked Wicked,I Can't Have Rehearsal Funny Slogan Canvas Day Bag| 100% Premium Cotton Canvas| DTG Printing| Unique Handbags Briefcases Sacks & Custom Fashion Accessories For Men & Women,19.98,,NA,NA,NA,Shipping Weight:  3.52 ounces (View shipping rates and policies); ASIN:  B01LNH6W4G; ; Item model number:  -daybag-grey-AUAO; Date first available at Amazon.com:  September 15 2016; Amazon Best Sellers Rank:  #6382541 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#8707 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #8707 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Rehearsal-Printing-Handbags-Briefcases-Accessories/dp/B01LNH6W4G/ref=sr_1_3401
Indica Plateau,Indica Plateau Clickbait Canvas Tote Bag,14.98,Black; Forest Green; Natural; Navy Blue; Pink; Red,NA,NA,NA,Shipping Weight:  8 ounces (View shipping rates and policies); ASIN:  B076146GMJ; ; Item model number:  3471-B-PK-L; Date first available at Amazon.com:  September 28 2017; Amazon Best Sellers Rank:  #6550712 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#997 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Gym Totes; #997 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Gym Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Tote-Clickbait-Large-Pink-Canvas/dp/B076146GMJ/ref=sr_1_3402
,Personalized Trunki Tote - Red/Orange,13.46,,NA,NA,NA,Shipping Information:  View shipping rates and policies; ASIN:  B00J409E2C; UPC:  822266054241; Average Customer Review:  Be the first to review this item; Amazon Best Sellers Rank:  #1341091 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)#8493 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#21568 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #8493 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #21568 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Personalized-Trunki-Tote-Red-Orange/dp/B00J409E2C/ref=sr_1_3403
DeliciousTeeDesigns,How I Tell Time Coffee am Wine pm Tote Bag,NA,,NA,NA,NA,ASIN:  B01MUGPOTF; ; Date first available at Amazon.com:  January 31 2017; Amazon Best Sellers Rank:  #6977939 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#9488 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#23518 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #9488 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #23518 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Tell-Time-Coffee-Wine-Tote/dp/B01MUGPOTF/ref=sr_1_3404
Tim And Ted,I Found this Humerus Printed Design Novelty Slogan Geeky Nerdy Tote Bag,11.99,Natural; White,NA,NA,NA,Shipping Weight:  4.8 ounces (View shipping rates and policies); ASIN:  B074TQ6GD4; ; Item model number:  A-TT-00059-WHT; Date first available at Amazon.com:  August 15 2017; Amazon Best Sellers Rank:  #8009641 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#10688 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #10688 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Humerus-Printed-Design-Novelty-Slogan/dp/B074TQ6GD4/ref=sr_1_3405
,Tommy Bahama Island Swagger 18 Inch Overnighter,120.00,,NA,NA,NA,Product Dimensions:  5.8 x 5 x 26 inches; Shipping Weight:  3.6 pounds (View shipping rates and policies); ASIN:  B015DBZYKQ; ; Item model number:  2490C03; Date first available at Amazon.com:  November 16 2015; Amazon Best Sellers Rank:  #3279757 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2855 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #2855 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Tommy-Bahama-Island-Swagger-Overnighter/dp/B015DBZYKQ/ref=sr_1_3406
Brooks England,Brooks England Camden Tote Bag Asphalt One Size,97.50,,NA,NA,NA,Item Weight:  2.74 pounds; Shipping Weight:  2.7 pounds (View shipping rates and policies); ASIN:  B00EPGSQXI; Item model number:  Brooks England; Average Customer Review:  Be the first to review this item; Amazon Best Sellers Rank:  #2487392 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#11168 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#26656 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #11168 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #26656 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Brooks-England-Camden-Tote-Asphalt/dp/B00EPGSQXI/ref=sr_1_3407
boxed-gifts,Gray Tone Leopard Print Travel Tote Bag,6.00,,1 customer review,5.0 out of 5 stars,NA,Shipping Information:  View shipping rates and policies; ASIN:  B00COOC7NI; ; Date first available at Amazon.com:  May 7 2013; Amazon Best Sellers Rank:  #14476953 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#17317 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#36363 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #17317 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #36363 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Gray-Tone-Leopard-Print-Travel/dp/B00COOC7NI/ref=sr_1_3408
Nickelodeon,Dora The Explorer Tote Bag,8.99,,NA,NA,Package Dimensions: 16.8 x 12 x 0.4 inches; Item Weight: 8 pounds; Shipping Weight: 4.8 ounces (View shipping rates and policies); ASIN: B004BGSGSM; Item model number: 6.78634E+11; Manufacturer recommended age: 3 years and up; Best Sellers Rank: #1067297 in Toys & Games (See Top 100 in Toys & Games)#4864 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#13860 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Customer Reviews: Be the first to review this item0.0 out of 5 stars,NA,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Dora-The-Explorer-Tote-Bag/dp/B004BGSGSM/ref=sr_1_3409
3dRose,3dRose Light mascot  Illustration - Leprechaun firefighter logo - Tote Bags,NA,,NA,NA,NA,Shipping Information:  View shipping rates and policies; ASIN:  B06WXXBWZ9; ; Item model number:  tb_252448; Date first available at Amazon.com:  February 23 2017; Amazon Best Sellers Rank:  #7479814 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#10083 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #10083 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Light-mascot-Illustration-firefighter-tb_252448_3/dp/B06X99WLL5/ref=sr_1_3410
3dRose,Doreen Erhardt Animal Print Collection - Cheetah Print in Golden Hues with Talk to the Paw Cat Print - Tote Bags - Black Tote Bag JUMBO 20w x 15h x 5d (tb_240081_3),28.74,,NA,NA,NA,Shipping Weight:  7.4 ounces (View shipping rates and policies); ASIN:  B01LXKJ6TC; ; Item model number:  tb_240081_3; Date first available at Amazon.com:  September 19 2016; Amazon Best Sellers Rank:  #7548746 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#10156 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #10156 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Doreen-Erhardt-Animal-Print-Collection/dp/B01LXKJ6TC/ref=sr_1_3411
3dRose,All Smiles Art Food and Drinks - Funny Pink Pig Drinking Wine Cartoon - Tote Bags - Black Tote Bag JUMBO 20w x 15h x 5d (tb_240058_3),28.74,,NA,NA,NA,Shipping Weight:  7.4 ounces (View shipping rates and policies); ASIN:  B01LX8OGXV; ; Item model number:  tb_240058_3; Date first available at Amazon.com:  September 19 2016; Amazon Best Sellers Rank:  #7577866 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#10180 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #10180 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/All-Smiles-Art-Food-Drinks/dp/B01LX8OGXV/ref=sr_1_3412
3dRose,Florene - Music - Image of Close Up Of Acoustic Bass Guitar - Tote Bags - Black Tote Bag JUMBO 20w x 15h x 5d (tb_234308_3),28.74,,NA,NA,NA,Shipping Weight:  7.4 ounces (View shipping rates and policies); ASIN:  B01LWD16YM; ; Item model number:  tb_234308_3; Date first available at Amazon.com:  September 10 2016; Amazon Best Sellers Rank:  #7502397 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#10108 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #10108 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Florene-Music-Acoustic-Guitar-tb_234308_3/dp/B01LWD16YM/ref=sr_1_3413
Fashion Greek,Fashion Greek Womens Chi Omega Classic Tote,18.95,Pink; Red; Royal,NA,NA,NA,Shipping Weight:  8 ounces (View shipping rates and policies); ASIN:  B00I59AN00; ; Item model number:  XO-ClassicTote-Pink; Date first available at Amazon.com:  January 31 2014; Amazon Best Sellers Rank:  #4214661 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#5782 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#15954 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #5782 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #15954 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Fashion-Greek-Womens-Omega-Classic/dp/B00I59AN00/ref=sr_1_3414
Fanboupout Bags,Ladies Sugar Skull Large Tote BagsMultifunction Waterproof Shoulder Handbags With Zipper,NA,Black; Navy,NA,NA,NA,Shipping Weight:  14.1 ounces; ASIN:  B01NAFNADN; ; Date first available at Amazon.com:  December 5 2016; Amazon Best Sellers Rank:  #5537554 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#7640 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#19889 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #7640 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #19889 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Bags-Multifunction-Waterproof-Shoulder-Handbags/dp/B01NAFNADN/ref=sr_1_3415
Royce Leather,Royce Leather Rfid Blocking Mini Tote Cross Body Bag In Saffiano Leather Travel Tote,187.50,Black; Red,1 customer review,5.0 out of 5 stars,NA,Product Dimensions:  9 x 3.8 x 8 inches; Shipping Weight:  1.65 pounds (View shipping rates and policies); ASIN:  B00Q3CNYXE; ; Item model number:  RFID-234-BLK-2; Date first available at Amazon.com:  November 24 2014; Amazon Best Sellers Rank:  #4337586 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#5934 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#16325 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #5934 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #16325 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Royce-Leather-Blocking-Saffiano-Travel/dp/B00Q3CNYXE/ref=sr_1_3416
Ever Moda,Ever Moda Quatrefoil Tote Bag (Teal Blue),14.21,,1 customer review,5.0 out of 5 stars,NA,Product Dimensions:  17 x 14 x 5 inches; Shipping Weight:  8.8 ounces (View shipping rates and policies); ASIN:  B00S1WDW2W; ; Item model number:  FO0317BU; Date first available at Amazon.com:  January 9 2015; Amazon Best Sellers Rank:  #2810885 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3822 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#11364 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #3822 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #11364 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Ever-Moda-Quatrefoil-Tote-Teal/dp/B00S1WDW2W/ref=sr_1_3417
,Vera Bradley Grand Tote in Midnight Blues,NA,,21 customer reviews,4.0 out of 5 stars,NA,Product Dimensions:  17 x 15 x 7 inches; Shipping Weight:  14.4 ounces; ASIN:  B00AFL3K9M; ; Item model number:  12325-136; Date first available at Amazon.com:  January 22 2013; Average Customer Review: 21 customer reviews,5 star (76%),4 star (14%),3 star (5%),2 star (5%),N/A,https://www.amazon.com/Vera-Bradley-Grand-Midnight-Blues/dp/B00AFL3K9M/ref=sr_1_3418
Custom Apparel R Us,Queens Are Born in August Birthday Cotton Canvas Tote Bag Day Trip Bag,12.95,,NA,NA,NA,Shipping Weight:  1 pounds (View shipping rates and policies); ASIN:  B06XT12TJK; ; Date first available at Amazon.com:  March 24 2017; Amazon Best Sellers Rank:  #4432162 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#6087 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#16637 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #6087 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #16637 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Queens-August-Birthday-Cotton-Canvas/dp/B06XT12TJK/ref=sr_1_3419
Gbond Apparel,Racoon Cute Heart Canvas Tote Bag Organic Cotton Black,14.99,,NA,NA,NA,Shipping Information:  View shipping rates and policies; ASIN:  B01M6E6G5U; ; Item model number:  [C225]-Black; Date first available at Amazon.com:  November 6 2016; Amazon Best Sellers Rank:  #6726602 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#9168 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #9168 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Racoon-Heart-Canvas-Organic-Cotton/dp/B01M6E6G5U/ref=sr_1_3420
Interstate Apparel Inc,New Lesbian Pride Rainbow Black Shoulder Bag Sweatshirt Purse Tote Bag,14.99,,NA,NA,NA,Shipping Information:  View shipping rates and policies; ASIN:  B00YHY1F6I; ; Date first available at Amazon.com:  May 29 2015; Amazon Best Sellers Rank:  #4232358 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#161124 in Clothing Shoes & Jewelry > Women > Accessories#1877333 in Clothing Shoes & Jewelry > Women > Shops; #161124 in Clothing Shoes & Jewelry > Women > Accessories; #1877333 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Lesbian-Pride-Black-Shoulder-Fleece/dp/B00YHY1F6I/ref=sr_1_3421
3dRose,Russ Billington Designs - Best Babysitter Ever Design in Black Text with Red Swirly Heart - Tote Bags - Black Tote Bag JUMBO 20w x 15h x 5d (tb_241106_3),28.74,,NA,NA,NA,Shipping Weight:  7.4 ounces (View shipping rates and policies); ASIN:  B01M0J0HU4; ; Item model number:  tb_241106_3; Date first available at Amazon.com:  September 21 2016; Amazon Best Sellers Rank:  #5960325 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#8179 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #8179 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Russ-Billington-Designs-Babysitter-tb_241106_3/dp/B01M0J0HU4/ref=sr_1_3422
all about me company,Cheer Personalized - Colorblock Sport Small Duffel Bag,27.95,Black/Grey; Hunter/Grey; Maroon/Grey; Navy/Grey; Red/Grey; Royal/Grey,NA,NA,NA,Product Dimensions:  2 x 18 x 24 inches; Shipping Weight:  2 pounds (View shipping rates and policies); ASIN:  B018OPUD72; ; Date first available at Amazon.com:  November 7 2015; Amazon Best Sellers Rank:  #4971726 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#6868 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#18284 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #6868 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #18284 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Cheer-Personalized-Colorblock-Sport-Duffel/dp/B018OPUD72/ref=sr_1_3423
Victoria's Secret,Victoria's Secret Runway Patch Weekender Tote Bag Black Shanghai Fashion Show 2017,148.50,,NA,NA,NA,Product Dimensions:  16.5 x 8.5 x 7 inches; Shipping Weight:  1.3 pounds (View shipping rates and policies); ASIN:  B077TL8HK9; ; Date first available at Amazon.com:  November 25 2017; Amazon Best Sellers Rank:  #8388105 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#11092 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#26531 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #11092 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #26531 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Victorias-Secret-Weekender-Shanghai-Fashion/dp/B077TL8HK9/ref=sr_1_3424
CSB,Anchor Hocking 3 Piece Sculpted Ovenware Set with Tote Bag,17.73,,6 customer reviews,4.0 out of 5 stars,Product Dimensions: 12 x 8 x 14.6 inches; Item Weight: 6.65 pounds; Shipping Weight: 6.65 pounds (View shipping rates and policies); Manufacturer: CSB; ASIN: B0041G5R0C; Domestic Shipping: Item can be shipped within U.S.; International Shipping: This item can be shipped to select countries outside of the U.S. Learn More; Item model number: AH3TOTE; Customer Reviews: 6 customer reviews4.0 out of 5 stars; Best Sellers Rank: #208647 in Kitchen & Dining (See Top 100 in Kitchen & Dining)#789 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#2997 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Date first available at Amazon.com: August 31 2010,NA,5 star (33%),4 star (50%),3 star (17%),N/A,N/A,https://www.amazon.com/Anchor-Hocking-Piece-Sculpted-Ovenware/dp/B0041G5R0C/ref=sr_1_3425
Unknown,Cat Tapestry Tote Bag X-Large Rainbow Multicolor,16.00,,NA,NA,NA,Product Dimensions:  17.5 x 3.5 x 16 inches; Shipping Weight:  8.8 ounces (View shipping rates and policies); ASIN:  B0725D1D5T; ; Item model number:  YM1092; Date first available at Amazon.com:  May 5 2017; Amazon Best Sellers Rank:  #7046164 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#9569 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#23682 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #9569 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #23682 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Tapestry-Tote-X-Large-Rainbow-Multicolor/dp/B0725D1D5T/ref=sr_1_3426
Express Design Group,Sigma Gamma Rho Lettered Contemporary Tote,19.95,,NA,NA,NA,Shipping Weight:  1 pounds (View shipping rates and policies); ASIN:  B0784BDKCL; ; Item model number:  IHO-SIM-SGR-LCMPT-NBE; Date first available at Amazon.com:  November 23 2017; Amazon Best Sellers Rank:  #7178778 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#9709 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#23964 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #9709 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #23964 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Sigma-Gamma-Lettered-Contemporary-Tote/dp/B0784BDKCL/ref=sr_1_3427
,Hello Kitty Tote Bag Black 81414,23.88,,24 customer reviews,3.8 out of 5 stars,NA,Product Dimensions:  13.7 x 13.6 x 1.6 inches; Shipping Weight:  7.2 ounces (View shipping rates and policies); ASIN:  B0066Y7BR4; UPC:  688955814141; Average Customer Review: 24 customer reviews; Amazon Best Sellers Rank:  #489095 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)#1827 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#6234 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #1827 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #6234 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage,5 star (67%),4 star (12%),N/A,2 star (4%),1 star (17%),https://www.amazon.com/Hello-Kitty-Tote-Black-81414/dp/B0066Y7BR4/ref=sr_1_3428
