Brand,Name,Price,Styles,Review Count,Star Rating,Product Details,Product Details Alt,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars,Url
,Samsonite Winfield 2 Fashion Hardside 3 Piece Set,229.99,Brushed Anthracite; Brushed Black; Burgundy; Charcoal; Deep Blue; Orange; Purple,524 customer reviews,4.1 out of 5 stars,NA,Product Dimensions:  28 x 19.8 x 12.5 inches; Shipping Weight:  30.1 pounds (View shipping rates and policies); ASIN:  B00EALLQ7Q; ; Item model number:  56847; Date first available at Amazon.com:  August 16 2013; Amazon Best Sellers Rank:  #2736 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Luggage Sets#4 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; #3 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Luggage Sets; #4 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; Average Customer Review: 524 customer reviews,5 star (67%),4 star (14%),3 star (5%),2 star (6%),1 star (8%),https://www.amazon.com/Samsonite-Winfield-Hardside-Luggage-Charcoal/dp/B00EALLQ7Q/ref=lp_15743241_1_1
Perry Ellis,Perry Ellis Rolling Laptop Business Bag,61.74,,112 customer reviews,4.0 out of 5 stars,NA,Product Dimensions:  9.5 x 16 x 15.5 inches; Shipping Weight:  4.62 pounds (View shipping rates and policies); ASIN:  B01J6MH55A; ; Date first available at Amazon.com:  February 4 2016; Amazon Best Sellers Rank:  #32432 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#587 in Computers & Accessories > Laptop Accessories > Bags Cases & Sleeves; #587 in Computers & Accessories > Laptop Accessories > Bags Cases & Sleeves; Average Customer Review: 112 customer reviews,5 star (53%),4 star (18%),3 star (15%),2 star (7%),1 star (7%),https://www.amazon.com/Perry-Ellis-Rolling-Laptop-Case/dp/B019RTVYZY/ref=lp_15743241_1_2
CROP IN STYLE,Crop In Style 60001 XXL Rolling Tote Black,101.78,,250 customer reviews,4.6 out of 5 stars,Product Dimensions: 19 x 15.5 x 20.1 inches; Shipping Weight: 21 pounds (View shipping rates and policies); Item model number: 60001; ASIN: B000P0RDY6; Customer Reviews: 250 customer reviews4.6 out of 5 stars; Best Sellers Rank: #3993 in Arts Crafts & Sewing (See Top 100 in Arts Crafts & Sewing)#34 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes,NA,5 star (79%),4 star (11%),3 star (6%),2 star (3%),1 star (1%),https://www.amazon.com/Crop-Style-60001-Rolling-Black/dp/B000P0RDY6/ref=lp_15743241_1_3
,Olympia Fashion Rolling Shopper Tote,19.77,Black; Aspen Chevron; Black Polka Dots; Blue Polka Dots; Butterfly; Chevron; Citrus Chevron; Damask Black; Giraffe; Hawaii; Houndstooth; Ink Blots; Lime Polka Dots; Pink Polka Dots; Red; Sports; Tribal; Zebra Black,748 customer reviews,4.3 out of 5 stars,NA,Product Dimensions:  8 x 14 x 20 inches; Shipping Weight:  4.3 pounds (View shipping rates and policies); ASIN:  B008G8C1VO; ; Item model number:  RS-400-HT; Date first available at Amazon.com:  June 30 2012; Amazon Best Sellers Rank:  #2935 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #1 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 748 customer reviews,5 star (65%),4 star (18%),3 star (7%),2 star (6%),1 star (4%),https://www.amazon.com/Olympia-Fashion-Rolling-Shopper-Tote/dp/B008G8C1VO/ref=lp_15743241_1_4
,Solo Full-grain Leather 15.6-Inch Laptop Carryall Espresso VTA801-3,67.89,,344 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  16 x 13.5 x 5.5 inches; Shipping Weight:  3.3 pounds (View shipping rates and policies); ASIN:  B000V4X22I; ; California residents:  Click here for Proposition 65 warning; Item model number:  VTA801-3; Date first available at Amazon.com:  June 17 2003; Average Customer Review: 344 customer reviews,5 star (68%),4 star (18%),3 star (9%),2 star (3%),1 star (2%),https://www.amazon.com/Solo-Leather-Laptop-Carryall-Espresso/dp/B000V4X22I/ref=lp_15743241_1_5
,Travelon Anti-theft Heritage Hobo Bag,42.49,Indigo; Navy - 13" X 10" X 4"; Pewter; Wine,91 customer reviews,4.3 out of 5 stars,NA,Product Dimensions:  13 x 10 x 4 inches; Shipping Weight:  1.5 pounds (View shipping rates and policies); ASIN:  B01CG1MW2Y; ; Item model number:  33072 540; Date first available at Amazon.com:  March 2 2016; Amazon Best Sellers Rank:  #25222 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#23 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Hobo Bags#13227 in Clothing Shoes & Jewelry > Women > Shops; #23 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Hobo Bags; #13227 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 91 customer reviews,5 star (62%),4 star (19%),3 star (8%),2 star (8%),1 star (3%),https://www.amazon.com/Travelon-Anti-theft-Heritage-Hobo-Pewter/dp/B01CG1MW2Y/ref=lp_15743241_1_6
,Travelon Anti-theft Heritage Crossbody Bag,34.00,Beige; Grey; Indigo Blue; Merlot; Navy; Oatmeal; Pewter; Red,133 customer reviews,4.0 out of 5 stars,NA,Product Dimensions:  9.8 x 7.8 x 2.5 inches; Shipping Weight:  1.1 pounds (View shipping rates and policies); ASIN:  B01CG1J7XG; ; Item model number:  33071 540; Date first available at Amazon.com:  March 2 2016; Amazon Best Sellers Rank:  #17906 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#50 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Crossbody Bags#9395 in Clothing Shoes & Jewelry > Women > Shops; #50 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Crossbody Bags; #9395 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 133 customer reviews,5 star (59%),4 star (14%),3 star (7%),2 star (7%),1 star (13%),https://www.amazon.com/Travelon-Anti-theft-Heritage-Crossbody-Pewter/dp/B01CG1J7XG/ref=lp_15743241_1_7
SMRITI,SMRITI Canvas Tote Bag for Women School Work Travel and Shopping - Black,20.59,Black; Blue; Coffee,105 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  20.1 x 5.9 x 14.2 inches; Shipping Weight:  1.37 pounds (View shipping rates and policies); ASIN:  B01KSVEOQ6; ; Item model number:  10464859; Date first available at Amazon.com:  August 22 2016; Amazon Best Sellers Rank:  #10357 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#30 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Totes#37 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Shoulder Bags#5427 in Clothing Shoes & Jewelry > Women > Shops; #30 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Totes; #37 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Shoulder Bags; #5427 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 105 customer reviews,5 star (80%),4 star (9%),3 star (4%),2 star (5%),1 star (2%),https://www.amazon.com/SMRITI-Canvas-School-Travel-Shopping/dp/B01KSVEOQ6/ref=lp_15743241_1_8
,Travelon Anti-theft Heritage Tour Bag,42.49,Indigo; Oatmeal; Pewter,67 customer reviews,4.1 out of 5 stars,NA,Product Dimensions:  9 x 11.5 x 3 inches; Shipping Weight:  1.7 pounds (View shipping rates and policies); ASIN:  B01CHX50FC; ; Item model number:  33074 540; Date first available at Amazon.com:  March 2 2016; Amazon Best Sellers Rank:  #34556 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#444 in Clothing Shoes & Jewelry > Women > Handbags & Wallets#18050 in Clothing Shoes & Jewelry > Women > Shops; #444 in Clothing Shoes & Jewelry > Women > Handbags & Wallets; #18050 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 67 customer reviews,5 star (64%),4 star (12%),3 star (9%),2 star (9%),1 star (6%),https://www.amazon.com/Travelon-Anti-theft-Heritage-Tour-Pewter/dp/B01CHX50FC/ref=lp_15743241_1_9
SMRITI,SMRITI Large Canvas Tote Bag for School Work Travel and Shopping - Dark Grey,20.99,,15 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  15.3 x 5.9 x 11.8 inches; Shipping Weight:  1.54 pounds (View shipping rates and policies); ASIN:  B072MZF8JF; ; Item model number:  10453765; Date first available at Amazon.com:  April 20 2017; Amazon Best Sellers Rank:  #29914 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#31 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #31 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 15 customer reviews,5 star (80%),4 star (13%),N/A,2 star (7%),N/A,https://www.amazon.com/SMRITI-Canvas-School-Travel-Shopping/dp/B072MZF8JF/ref=lp_15743241_1_10
Vaschy,Leather Canvas ToteVaschy Water Resistant Vintage Large Shopper Work Bag for Women with Padded 15.6 inch Laptop Sleeve,44.89,Black; Gray,27 customer reviews,4.2 out of 5 stars,NA,Product Dimensions:  12.6 x 5.5 x 17.3 inches; Shipping Weight:  2.44 pounds (View shipping rates and policies); ASIN:  B0753F6NF5; ; Item model number:  VAWT023BA; Date first available at Amazon.com:  August 27 2017; Amazon Best Sellers Rank:  #28086 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#28 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #28 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 27 customer reviews,5 star (63%),4 star (15%),3 star (4%),2 star (15%),1 star (3%),https://www.amazon.com/Leather-Vaschy-Resistant-Vintage-Shopper/dp/B0753F6NF5/ref=lp_15743241_1_11
,Travelon Anti-Theft Signature 3 Compartment Crossbody Straight Pocket,33.99,Black; Beige; Black w/ Gold; Black w/White Stripe - Exclusive Color; Blue - Exclusive Color; Cayenne; Dark Bordeaux/Light Sand; Eggplant; Gray; Khaki; Navy - Exclusive Color; Navy/Light Sand; Pewter; Poppy; Purple; Red; Teal - Exclusive Color,535 customer reviews,4.6 out of 5 stars,NA,Product Dimensions:  3 x 13.8 x 11.5 inches; Shipping Weight:  15.2 ounces (View shipping rates and policies); ASIN:  B00ICD5Y0I; ; Item model number:  42853 270; Date first available at Amazon.com:  May 3 2014; Amazon Best Sellers Rank:  #5543 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#11 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Crossbody Bags#2880 in Clothing Shoes & Jewelry > Women > Shops; #11 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Crossbody Bags; #2880 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 535 customer reviews,5 star (75%),4 star (12%),3 star (6%),2 star (3%),1 star (4%),https://www.amazon.com/Travelon-Anti-Theft-Signature-Compartment-Crossbody/dp/B00ICD5Y0I/ref=lp_15743241_1_12
Orben,ORBEN Shopper Tote Lightweight Sports / Gym Bag for Women with Spacious 13" Laptop Pocket,9.99,,42 customer reviews,4.6 out of 5 stars,NA,Product Dimensions:  17.8 x 3.4 x 20.1 inches; Shipping Weight:  1 pounds (View shipping rates and policies); ASIN:  B06XHQ6L5F; ; Item model number:  OR150-22001-MGR7; Date first available at Amazon.com:  March 10 2017; Amazon Best Sellers Rank:  #8030 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#6 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #6 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 42 customer reviews,5 star (81%),4 star (14%),N/A,N/A,1 star (5%),https://www.amazon.com/Shopper-Lightweight-Sports-Spacious-Laptop/dp/B06XHQ6L5F/ref=lp_15743241_1_13
,Everest Cooler Lunch Bag,16.82,Black; 2 Pack Black; 2 Pack Royal Blue; Aqua Blue; Black & Red; Black Dots; Black and Emerald; Black/White Dot; Blue Dots; Blue/White Dot; Camo; Charcoal/Gray Plaid; Donuts; Eggplant Purple; Emerald Green; Green Dots; Grey Plaid; Lime/Navy Stripe; Lime/White Dot; Marsala; Orange Dots; Orange/White Dot; Red; Royal Blue; Stripes; Tacos; Tropical; Woodland Camo,1903 customer reviews,4.1 out of 5 stars,NA,Product Dimensions:  7.2 x 6 x 8.5 inches; Shipping Weight:  9.3 ounces (View shipping rates and policies); ASIN:  B06XGKHY4Q; ; Item model number:  CB6P-TROPICAL; Date first available at Amazon.com:  April 13 2017; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #5486 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#17 in Home & Kitchen > Kitchen & Dining > Storage & Organization > Travel & To-Go Food Containers > Lunch Bags#961 in Home & Kitchen > Storage & Organization; #17 in Home & Kitchen > Kitchen & Dining > Storage & Organization > Travel & To-Go Food Containers > Lunch Bags; #961 in Home & Kitchen > Storage & Organization; Average Customer Review: 1903 customer reviews,5 star (55%),4 star (20%),3 star (11%),2 star (6%),1 star (8%),https://www.amazon.com/Everest-Cooler-Pattern-Travel-Tropical/dp/B06XGKHY4Q/ref=lp_15743241_1_14
,Travelon Anti-Theft Slim Pouch,19.99 - 41.39,Black; Truffle; Wineberry; Black W/White Stripe - Exclusive Color; Blue - Exclusive Color,380 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  7 x 8 x 6 inches; Shipping Weight:  12.8 ounces (View shipping rates and policies); ASIN:  B00D1D2UT2; ; Date first available at Amazon.com:  April 12 2013; Amazon Best Sellers Rank:  #12628 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry); Average Customer Review: 380 customer reviews,5 star (75%),4 star (15%),3 star (5%),2 star (3%),1 star (2%),https://www.amazon.com/Travelon-Anti-Theft-Pouch-Stitching-Black/dp/B00CBSVWY2/ref=lp_15743241_1_15
Lodge,Lodge Camp 12-Inch Dutch Oven Tote Bag,19.37,8 inch; 10 inch; 12 inch; 14 inch,430 customer reviews,4.6 out of 5 stars,Package Dimensions: 8.4 x 5.7 x 4 inches; Item Weight: 10.4 ounces; Shipping Weight: 10.4 ounces (View shipping rates and policies); Manufacturer: Lodge; ASIN: B0008G2W0M; Item model number: A1-12; Customer Reviews: 430 customer reviews4.6 out of 5 stars; Best Sellers Rank: #17398 in Kitchen & Dining (See Top 100 in Kitchen & Dining)#51 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#23299 in Home & Kitchen > Kitchen & Dining; Date first available at Amazon.com: October 2 2001,NA,5 star (72%),4 star (20%),3 star (5%),2 star (2%),1 star (1%),https://www.amazon.com/Lodge-Camp-12-Inch-Dutch-Oven/dp/B0008G2W0M/ref=lp_15743241_1_16
,Travelon Anti-Theft Classic Lite Sling,39.88,Black; Lush Blue; Mocha; Purple,120 customer reviews,4.3 out of 5 stars,NA,Product Dimensions:  4 x 14 x 8 inches; Shipping Weight:  1.03 pounds (View shipping rates and policies); ASIN:  B00W9BUDFU; ; Item model number:  42953 500; Date first available at Amazon.com:  April 23 2015; Amazon Best Sellers Rank:  #39458 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#115 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Crossbody Bags#20521 in Clothing Shoes & Jewelry > Women > Shops; #115 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Crossbody Bags; #20521 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 120 customer reviews,5 star (67%),4 star (12%),3 star (11%),2 star (6%),1 star (4%),https://www.amazon.com/Travelon-Anti-Theft-Classic-Sling-Black/dp/B00W9BUDFU/ref=lp_15743241_1_17
Gymtion,Clear pvc cosmetic bags with removable and adjustable shoulder strap,12.99,,45 customer reviews,4.0 out of 5 stars,NA,Product Dimensions:  10.6 x 4.3 x 7.5 inches; Shipping Weight:  9.6 ounces (View shipping rates and policies); ASIN:  B06XFCV235; ; Item model number:  GYM-001; Date first available at Amazon.com:  March 5 2017; Amazon Best Sellers Rank:  #16661 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#20 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #20 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 45 customer reviews,5 star (64%),4 star (7%),3 star (5%),2 star (11%),1 star (13%),https://www.amazon.com/Clear-pouch-removable-adjustable-shoulder/dp/B06XFCV235/ref=lp_15743241_1_18
Arxus,Arxus Travel Lightweight Waterproof Foldable Storage Carry Luggage Duffle Tote Bag,10.99,Black; Indi Pink; Mint Green; Navy Blue; Wine Red,266 customer reviews,4.2 out of 5 stars,NA,Product Dimensions:  7 x 6.7 x 3 inches; Shipping Weight:  7.8 ounces (View shipping rates and policies); ASIN:  B06XTMMTXY; ; Item model number:  YT011-Wine Red; Date first available at Amazon.com:  June 10 2016; Amazon Best Sellers Rank:  #3475 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #2 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 266 customer reviews,5 star (65%),4 star (17%),3 star (7%),2 star (5%),1 star (6%),https://www.amazon.com/Arxus-Lightweight-Waterproof-Foldable-Red/dp/B06XTMMTXY/ref=lp_15743241_1_19
,Travelon Anti-theft Heritage Tote Bag,55.03,Pewter; Wine,37 customer reviews,4.1 out of 5 stars,NA,Product Dimensions:  13 x 10 x 4 inches; Shipping Weight:  2.25 pounds (View shipping rates and policies); ASIN:  B01CHX5458; ; Item model number:  33075 540; Date first available at Amazon.com:  March 2 2016; Amazon Best Sellers Rank:  #54498 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#222 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Totes#321 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Shoulder Bags#28183 in Clothing Shoes & Jewelry > Women > Shops; #222 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Totes; #321 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Shoulder Bags; #28183 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 37 customer reviews,5 star (62%),4 star (14%),3 star (8%),2 star (8%),1 star (8%),https://www.amazon.com/Travelon-Anti-theft-Heritage-Tote-Pewter/dp/B01CHX5458/ref=lp_15743241_1_20
Clear Handbags & More,Clear Cross-Body Messenger Shoulder Bag w Adjustable Strap NFL Stadium Approved Transparent Purse,13.99,Black; Burgundy; Gold / Yellow; Green; Orange; Purple; Red; Royal,434 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  8 x 3 x 8 inches ; 6.4 ounces; Shipping Weight:  8 ounces (View shipping rates and policies); ASIN:  B00ED10P16; California residents:  Click here for Proposition 65 warning.; Average Customer Review: 434 customer reviews; Amazon Best Sellers Rank:  #6126 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#1 in Sports & Outdoors > Fan Shop > Bags Packs & Accessories > Women's Handbags & Purses; #1 in Sports & Outdoors > Fan Shop > Bags Packs & Accessories > Women's Handbags & Purses,5 star (71%),4 star (18%),3 star (6%),2 star (2%),1 star (3%),https://www.amazon.com/Clear-Cross-Body-Messenger-Adjustable-Transparent/dp/B00ED10P16/ref=lp_15743241_1_21
,Travelon Anti-theft Classic Small E/w Crossbody Bag,40.43,Black; Chocolate; Cranberry; Midnight; Stone,74 customer reviews,4.7 out of 5 stars,NA,Product Dimensions:  10.5 x 8.5 x 3 inches; Shipping Weight:  1 pounds (View shipping rates and policies); ASIN:  B01EAFE902; ; Item model number:  43115 500; Date first available at Amazon.com:  May 26 2016; Amazon Best Sellers Rank:  #22606 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#58 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Crossbody Bags#11858 in Clothing Shoes & Jewelry > Women > Shops; #58 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Crossbody Bags; #11858 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 74 customer reviews,5 star (79%),4 star (19%),3 star (1%),N/A,1 star (1%),https://www.amazon.com/Travelon-Anti-Theft-Classic-Small-Crossbody/dp/B01EAFE902/ref=lp_15743241_1_22
Rachael Ray,Rachael Ray Jumbo ChillOut Thermal Tote Red,23.99,Black; Blue; Green; Orange; Red,753 customer reviews,4.4 out of 5 stars,Product Dimensions: 22 x 8 x 17.2 inches; Item Weight: 1 pounds; Shipping Weight: 1.85 pounds (View shipping rates and policies); Department: unisex-adult (luggage only); Manufacturer: California Innovations; ASIN: B0074ZTSSY; Domestic Shipping: Item can be shipped within U.S.; International Shipping: This item can be shipped to select countries outside of the U.S. Learn More; Shipping Advisory: This item must be shipped separately from other items in your order. Additional shipping charges will not apply.; Item model number: 5061RR1608; Customer Reviews: 753 customer reviews4.4 out of 5 stars; Best Sellers Rank: #21853 in Kitchen & Dining (See Top 100 in Kitchen & Dining)#64 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#274 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Date first available at Amazon.com: February 1 2012,NA,5 star (75%),4 star (14%),3 star (4%),2 star (2%),1 star (5%),https://www.amazon.com/Rachael-Ray-Jumbo-ChillOut-Thermal/dp/B0074ZTSSY/ref=lp_15743241_1_23
,Rockland Luggage 19 Inch Tote Bag,15.61,Black; BANDANA; Big black dot; Black Dot; Camo; Green Camo; Hearts; Multi Colored Peace; Multi pink dots; Owl; Peace multi; Pink Leopard; Pink dots; Pink giraffe; Polka Dot; Yellow Zebra; Zebra; Zebra/Lime,912 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  19 x 10.5 x 8.5 inches; Shipping Weight:  1.63 pounds (View shipping rates and policies); ASIN:  B00PS2HWQK; ; Item model number:  PTB419-OWL; Date first available at Amazon.com:  December 10 2014; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #7080 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#11 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #11 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 912 customer reviews,5 star (67%),4 star (15%),3 star (8%),2 star (4%),1 star (6%),https://www.amazon.com/Rockland-Inch-Tote-Bag-Size/dp/B00PS2HWQK/ref=lp_15743241_1_24
CHICECO,CHICECO Basic 14-Inch Laptop Work Tote Bag for Women - Oxford Nylon / 16.5-Inch Length,32.99,Black III; Navy Blue+Brown,90 customer reviews,4.6 out of 5 stars,NA,Product Dimensions:  13 x 6.3 x 10.8 inches; Shipping Weight:  1.37 pounds (View shipping rates and policies); ASIN:  B01CQHGZAI; ; Item model number:  CHITT1503S; Date first available at Amazon.com:  March 9 2016; Amazon Best Sellers Rank:  #49146 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#58 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #58 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 90 customer reviews,5 star (85%),4 star (8%),3 star (2%),2 star (2%),1 star (3%),https://www.amazon.com/CHICECO-Womens-Shoulder-14-Inch-Laptops/dp/B01CQHGZAI/ref=lp_15743241_1_25
,Vera Bradley Weekender Signature Cotton,58.80,,249 customer reviews,4.8 out of 5 stars,NA,Product Dimensions:  7.5 x 18.5 x 12.5 inches; Shipping Weight:  1.75 pounds (View shipping rates and policies); ASIN:  B071DVTTDD; ; Item model number:  15719; Date first available at Amazon.com:  August 8 2017; Amazon Best Sellers Rank:  #16061 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#216 in Beauty & Personal Care > Tools & Accessories > Bags & Cases; #216 in Beauty & Personal Care > Tools & Accessories > Bags & Cases; Average Customer Review: 249 customer reviews,5 star (87%),4 star (10%),3 star (2%),N/A,1 star (1%),https://www.amazon.com/Womens-Weekender-Signature-Cotton-Autumn/dp/B071DVTTDD/ref=lp_15743241_1_26
,Baggallini Avenue Lightweight Tote Bag - Multi-Pocketed Water-Resistant Travel Purse with Adjustable and Removable Crossbody Strap,97.95,Adobe; Apple; Beach; Black; Black - 13" X 12" X 6"; Black Cheetah; Black Diamond Print; Charcoal; Hibiscus; Java; Magenta; Magenta - 13" X 12" X 6"; Moss; Orange; Pacific; Pacific - 13" X 12" X 6"; Portobello; Portobello - 13" X 12" X 6",361 customer reviews,4.6 out of 5 stars,NA,Product Dimensions:  12 x 13 x 6 inches; Shipping Weight:  1.35 pounds (View shipping rates and policies); ASIN:  B00L15TBOO; ; Item model number:  AVE252-B0021; Date first available at Amazon.com:  July 4 2014; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #7582 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#13 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Top-Handle Bags#18 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Totes#3974 in Clothing Shoes & Jewelry > Women > Shops; #13 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Top-Handle Bags; #18 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Totes; #3974 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 361 customer reviews,5 star (80%),4 star (12%),3 star (4%),2 star (2%),1 star (2%),https://www.amazon.com/Baggallini-Avenue-Travel-Tote-Charcoal/dp/B00L15TBOO/ref=lp_15743241_1_27
Fun Express,Undecorated Natural Canvas Tote Bags (1 Dozen) - Bulk [Toy] by Fun Express,12.44,,41 customer reviews,4.1 out of 5 stars,Product Dimensions: 9.4 x 9.1 x 2.1 inches; Item Weight: 4 ounces; Shipping Weight: 12.8 ounces (View shipping rates and policies); Manufacturer: happy deals; ASIN: B005NHT164; Item model number: LEPAC10822; Customer Reviews: 41 customer reviews4.1 out of 5 stars; Best Sellers Rank: #20234 in Kitchen & Dining (See Top 100 in Kitchen & Dining)#57 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Date first available at Amazon.com: September 16 2011,NA,5 star (63%),4 star (24%),3 star (5%),2 star (3%),1 star (5%),https://www.amazon.com/Undecorated-Natural-Canvas-Tote-Dozen/dp/B005NHT164/ref=lp_15743241_1_28
