Brand,Name,Price,Styles,Review Count,Star Rating,Product Details,Product Details Alt,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars,Url
,Kenneth Cole Reaction Dot Matrix 20" Upright,59.99,Black; Navy,19 customer reviews,4.2 out of 5 stars,NA,Product Dimensions:  14 x 9 x 22 inches; Shipping Weight:  8.5 pounds (View shipping rates and policies); ASIN:  B01B4URV7E; ; Item model number:  5709957; Date first available at Amazon.com:  March 7 2016; Amazon Best Sellers Rank:  #53926 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#58 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #58 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 19 customer reviews,5 star (74%),4 star (11%),3 star (5%),2 star (5%),1 star (5%),https://www.amazon.com/Kenneth-Cole-Reaction-Matrix-Upright/dp/B01B4URV7E/ref=sr_1_512
Lucas,Lucas Luggage ABS Large Hard Case 28 inch Rolling Suitcase With Spinner Wheels,89.99,Burgundy; Charcoal; Purple; Steel Blue,40 customer reviews,4.3 out of 5 stars,NA,Product Dimensions:  30.5 x 12.5 x 19 inches; Shipping Weight:  13 pounds (View shipping rates and policies); ASIN:  B01LXKY7UX; ; Date first available at Amazon.com:  September 20 2016; Amazon Best Sellers Rank:  #159391 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#221 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; #221 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; Average Customer Review: 40 customer reviews,5 star (73%),4 star (12%),3 star (5%),2 star (5%),1 star (5%),https://www.amazon.com/Lucas-Checked-Suitcase-Spinner-Charcoal/dp/B01LXKY7UX/ref=sr_1_513
Wally Bags,WallyBags 52 Inch Garmentote Tri-Fold with Shoulder Strap,133.92,,49 customer reviews,4.3 out of 5 stars,NA,Product Dimensions:  3 x 52 x 22 inches; Shipping Weight:  8.95 pounds (View shipping rates and policies); ASIN:  B000CRDAHQ; ; Item model number:  2050; Date first available at Amazon.com:  June 5 2006; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Average Customer Review: 49 customer reviews,5 star (63%),4 star (25%),3 star (4%),2 star (6%),1 star (2%),https://www.amazon.com/WallyBags-Tri-Fold-Shoulder-Multiple-Accessory/dp/B000CRDAHQ/ref=sr_1_514
,Nicole Miller Taylor Collection 15" Under Seat Bag,49.85,Blue Plaid; Brown Plaid; Green; Grey/Beige; Tan; Woven Purple; Woven Teal,79 customer reviews,4.2 out of 5 stars,NA,Package Dimensions:  15.5 x 15.3 x 9.3 inches; Shipping Weight:  5.25 pounds (View shipping rates and policies); ASIN:  B0719RKXDH; ; Date first available at Amazon.com:  June 1 2016; Amazon Best Sellers Rank:  #48273 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#52 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #52 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 79 customer reviews,5 star (56%),4 star (26%),3 star (9%),2 star (4%),1 star (5%),https://www.amazon.com/Nicole-Miller-Taylor-Collection-Under/dp/B0719RKXDH/ref=sr_1_515
TOGEDI,TOGEDI Universal Travel Luggage Elastic Cover Suitcase Washable Anti-Scratch Stretchy Spandex Thick Protector with Zipper fit 18-32 inch Suitcase,15.86 - 18.86,Black; Coffee; Orange; Purple; Rose red,16 customer reviews,4.6 out of 5 stars,NA,Shipping Information:  View shipping rates and policies; ASIN:  B074TH74FC; ; Date first available at Amazon.com:  March 24 2017; Amazon Best Sellers Rank:  #20588 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#83 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Accessories > Packing Organizers; #83 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Accessories > Packing Organizers; Average Customer Review: 16 customer reviews,5 star (81%),4 star (6%),3 star (13%),N/A,N/A,https://www.amazon.com/TOGEDI-Universal-Anti-Scratch-Protector-22-25inch/dp/B075KHRGDQ/ref=sr_1_516
Steve Madden Luggage,Steve Madden Luggage Large 28" Expandable Softside Suitcase With Spinner Wheels,109.99 - 119.99,City Scapea; Harlo Black; Luscious Silver; Peek-A-Boo Purple; Shadow Brown; Shadow Purple; Shadow Turquoise; Black,35 customer reviews,4.3 out of 5 stars,NA,Product Dimensions:  28 x 18 x 10.5 inches; Shipping Weight:  13.2 pounds (View shipping rates and policies); ASIN:  B01M12WJYW; ; Date first available at Amazon.com:  September 13 2016; Amazon Best Sellers Rank:  #97504 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#132 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; #132 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; Average Customer Review: 35 customer reviews,5 star (77%),4 star (8%),3 star (3%),2 star (6%),1 star (6%),https://www.amazon.com/Steve-Madden-Luggage-Expandable-Softside/dp/B06XB2ZKVN/ref=sr_1_517
FOCHIER F,Fochier Luggage 2 Piece Set Expandable Spinner Suitcase with TSA Lock,89.99,Fuchsia; Green; Light Blue; Rose red; Silver gray; Tender green,9 customer reviews,4.5 out of 5 stars,NA,Package Dimensions:  27.4 x 17.3 x 11.5 inches; Shipping Weight:  16.25 pounds (View shipping rates and policies); ASIN:  B075WNVBQJ; ; Item model number:  FC1707-2-R1; Date first available at Amazon.com:  September 25 2017; Amazon Best Sellers Rank:  #60354 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#46 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Luggage Sets; #46 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Luggage Sets; Average Customer Review: 9 customer reviews,5 star (78%),N/A,3 star (22%),N/A,N/A,https://www.amazon.com/Fochier-Luggage-Lightweight-Expandable-Spinner/dp/B075WNVBQJ/ref=sr_1_518
FOCHIER F,Fochier Luggage Lightweight 2 Piece Expandable Spinner Set with TSA Lock,89.99,,4 customer reviews,2.4 out of 5 stars,NA,Package Dimensions:  27 x 17 x 11.5 inches; Shipping Weight:  16.3 pounds (View shipping rates and policies); ASIN:  B075WRSBYL; ; Item model number:  FC1707-4-R1; Date first available at Amazon.com:  September 25 2017; Amazon Best Sellers Rank:  #592556 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#346 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Luggage Sets; #346 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Luggage Sets; Average Customer Review: 4 customer reviews,5 star (25%),N/A,N/A,2 star (25%),1 star (50%),https://www.amazon.com/Fochier-Luggage-Lightweight-Expandable-Spinner/dp/B075WRSBYL/ref=sr_1_519
,Travelpro Maxlite 4 2 Piece set: Expandable 29" and 21" Spinners,209.85,Black; Blue; Merlot; Purple,8 customer reviews,4.5 out of 5 stars,NA,Package Dimensions:  32.5 x 21.5 x 14.5 inches; Shipping Weight:  19.9 pounds (View shipping rates and policies); ASIN:  B01G7RJUVY; ; Date first available at Amazon.com:  May 26 2016; Amazon Best Sellers Rank:  #170737 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#117 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Luggage Sets; #117 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Luggage Sets; Average Customer Review: 8 customer reviews,5 star (75%),4 star (13%),3 star (12%),N/A,N/A,https://www.amazon.com/Travelpro-Maxlite-Piece-set-Expandable/dp/B01G7RJUVY/ref=sr_1_520
,Travelpro Skypro Lite 25" Expandable 8-Wheel Luggage Spinner,159.85,Black; Merlot; Navy,1 customer review,5.0 out of 5 stars,NA,Package Dimensions:  31.7 x 20.1 x 13.9 inches; Shipping Weight:  29.2 pounds (View shipping rates and policies); ASIN:  B077H234XJ; ; Date first available at Amazon.com:  November 15 2017; Amazon Best Sellers Rank:  #84927 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#111 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; #111 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Travelpro-Expandable-8-Wheel-Luggage-Spinner/dp/B077H234XJ/ref=sr_1_521
COR Board Racks,COR Waterproof Duffel Dry Bag | 60L | Durable and Versatile | Green or Black,58.99,Black and Green; Black and Grey,47 customer reviews,4.7 out of 5 stars,NA,Product Dimensions:  24 x 13 x 22 inches; Shipping Weight:  2.76 pounds (View shipping rates and policies); ASIN:  B01J51RRQE; ; Item model number:  10445325; Date first available at Amazon.com:  July 27 2016; Amazon Best Sellers Rank:  #85078 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#438 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #438 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 47 customer reviews,5 star (87%),4 star (9%),3 star (2%),N/A,1 star (2%),https://www.amazon.com/COR-Waterproof-60L-Duffel-100/dp/B01J51RRQE/ref=sr_1_522
Samsonite,Samsonite 10558 Focus III 6-Inch Attache (Black) - 18 inch,109.99,18 Inch; One Size,134 customer reviews,4.1 out of 5 stars,Shipping Information: View shipping rates and policies; Department: luggage; ASIN: B01LZWQ55H; Customer Reviews: 134 customer reviews4.1 out of 5 stars; Date first available at Amazon.com: September 23 2016,NA,5 star (63%),4 star (16%),3 star (9%),2 star (5%),1 star (7%),https://www.amazon.com/Samsonite-10558-Focus-6-Inch-Attache/dp/B01LZWQ55H/ref=sr_1_523
,Travelpro Maxlite 4 29" Hardside Spinner,169.31,Black/Green; Dark Purple,17 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  11.8 x 19 x 29 inches; Shipping Weight:  13.25 pounds (View shipping rates and policies); ASIN:  B01L1BBP50; ; Item model number:  401159965; Date first available at Amazon.com:  September 28 2016; Amazon Best Sellers Rank:  #37461 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#41 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; #41 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; Average Customer Review: 17 customer reviews,5 star (65%),4 star (23%),3 star (12%),N/A,N/A,https://www.amazon.com/Travelpro-Maxlite-Hardside-Spinner-Purple/dp/B01L1BBP50/ref=sr_1_524
,Travelpro Crew 11 21" Hardside Spinner Suitcase,146.72,Carbon Grey; Navy; Obsidian Black; Obsidian Black/Blue Interior; Silver,12 customer reviews,3.7 out of 5 stars,NA,Product Dimensions:  9 x 14 x 21.5 inches; Shipping Weight:  9.5 pounds (View shipping rates and policies); ASIN:  B074TTXM8G; ; California residents:  Click here for Proposition 65 warning; Item model number:  407169101; Date first available at Amazon.com:  August 23 2017; Amazon Best Sellers Rank:  #92456 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#120 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; #120 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; Average Customer Review: 12 customer reviews,5 star (42%),4 star (42%),N/A,2 star (8%),1 star (8%),https://www.amazon.com/Travelpro-Hardside-Spinner-Suitcase-Obsidian/dp/B074TTXM8G/ref=sr_1_525
Kipling,Kipling Darcey Small Printed Wheeled Luggage Carry On Bag,114.01,Black; Quilted Black; Rust; True Blue; groovy lines,109 customer reviews,4.6 out of 5 stars,NA,Product Dimensions:  9.5 x 22 x 14 inches; Shipping Weight:  5.35 pounds (View shipping rates and policies); ASIN:  B00BXB9K4C; ; Item model number:  WL4766; Date first available at Amazon.com:  June 9 2013; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #93634 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#115 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #115 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 109 customer reviews,5 star (80%),4 star (12%),3 star (3%),2 star (2%),1 star (3%),https://www.amazon.com/Kipling-Darcey-True-Blue-Size/dp/B00BXB9K4C/ref=sr_1_526
,Nicole Miller New York Sharon Collection 15" Under Seat Bag,59.85,Black; Burgundy; Teal,73 customer reviews,4.3 out of 5 stars,NA,Package Dimensions:  15 x 15 x 8.7 inches; Shipping Weight:  5.35 pounds (View shipping rates and policies); ASIN:  B073JT8MNN; ; Date first available at Amazon.com:  December 22 2015; Amazon Best Sellers Rank:  #79828 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#92 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #92 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 73 customer reviews,5 star (68%),4 star (14%),3 star (11%),2 star (3%),1 star (4%),https://www.amazon.com/Nicole-Miller-Sharon-Collection-Under/dp/B073JT8MNN/ref=sr_1_527
Baosha,BAOSHA HB-25 Cute Lady Women Canvas Travel Bag Weekender Overnight Bag Carry-on Duffel Tote Bag,36.99,Black Dot; Blue Dot; Red Dot,4 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  18.9 x 9.1 x 10.6 inches; Shipping Weight:  2.25 pounds (View shipping rates and policies); ASIN:  B075XMPVP7; ; Date first available at Amazon.com:  September 26 2017; Amazon Best Sellers Rank:  #57710 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#64 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #64 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 4 customer reviews,5 star (50%),4 star (50%),N/A,N/A,N/A,https://www.amazon.com/BAOSHA-Canvas-Travel-Weekender-Overnight/dp/B075XMPVP7/ref=sr_1_528
IBEILLI,IBEILLI Overnight Travel Bags Leather Water Resistant Weekender Luggage Duffel,37.99,,20 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  21.3 x 13 x 9.1 inches; Shipping Weight:  2.7 pounds (View shipping rates and policies); ASIN:  B073QN6SFX; ; Item model number:  10454049; Date first available at Amazon.com:  July 5 2017; Amazon Best Sellers Rank:  #99440 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#124 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #124 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 20 customer reviews,5 star (70%),4 star (20%),3 star (10%),N/A,N/A,https://www.amazon.com/IBEILLI-Overnight-Leather-Resistant-Weekender/dp/B073QN6SFX/ref=sr_1_529
,Tumi Alpha 2 4 Wheeled Extended Trip Garment Bag,975.00,,11 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  13 x 25.2 x 24 inches; Shipping Weight:  21.5 pounds (View shipping rates and policies); ASIN:  B00ZCHS7M4; ; Item model number:  22636; Date first available at Amazon.com:  July 21 2015; Amazon Best Sellers Rank:  #312485 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#125 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Garment Bags; #125 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Garment Bags; Average Customer Review: 11 customer reviews,5 star (73%),4 star (18%),3 star (9%),N/A,N/A,https://www.amazon.com/Tumi-Alpha-Wheeled-Extended-Garment/dp/B00ZCHS7M4/ref=sr_1_530
,Eagle Creek Tarmac 26 Inch Luggage,290.91,Black; Asphalt Black; Green; Highland Green; Slate Blue,9 customer reviews,4.6 out of 5 stars,NA,Product Dimensions:  13.5 x 17.5 x 26 inches; Shipping Weight:  12.5 pounds (View shipping rates and policies); ASIN:  B01M19XS8S; ; Item model number:  EC0A34P7125; Date first available at Amazon.com:  November 11 2016; Amazon Best Sellers Rank:  #105106 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#144 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; #144 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; Average Customer Review: 9 customer reviews,5 star (78%),4 star (11%),3 star (11%),N/A,N/A,https://www.amazon.com/Eagle-Creek-Tarmac-Luggage-Slate/dp/B01M19XS8S/ref=sr_1_531
Forestfish,Forestfish Women's Lightweight Gym Tote Bag Waterproof Sports Handbag,23.99,L-Black; M-Black; M-Blue; M-Lime,69 customer reviews,4.6 out of 5 stars,NA,Product Dimensions:  13.8 x 5.5 x 9.8 inches; Shipping Weight:  1.78 pounds (View shipping rates and policies); ASIN:  B01BVD3P4M; ; Date first available at Amazon.com:  April 6 2016; Amazon Best Sellers Rank:  #53389 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#9 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Gym Totes; #9 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Gym Totes; Average Customer Review: 69 customer reviews,5 star (75%),4 star (19%),3 star (4%),2 star (2%),N/A,https://www.amazon.com/Forestfish-Womens-Lightweight-Waterproof-Handbag/dp/B074FSZC3Y/ref=sr_1_532
Trustbag,Large Duffle Bag with Adjustable Strap Duffel Gym Bag for travel,NA,Army Green; Coffee,16 customer reviews,4.6 out of 5 stars,NA,Package Dimensions:  12.6 x 10.6 x 2.2 inches; Shipping Weight:  1.2 pounds; ASIN:  B0734JNGNL; ; Date first available at Amazon.com:  June 23 2017; Amazon Best Sellers Rank:  #110981 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#147 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #147 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 16 customer reviews,5 star (94%),N/A,N/A,N/A,1 star (6%),https://www.amazon.com/Large-Duffle-Adjustable-Duffel-travel/dp/B0734JNGNL/ref=sr_1_533
,Samsonite Leverage LTE Wheeled Garment Bag Rolling Garment Bag,174.00,,1 customer review,5.0 out of 5 stars,NA,Product Dimensions:  9 x 21 x 24 inches; Shipping Weight:  14.15 pounds (View shipping rates and policies); ASIN:  B074W974LP; ; California residents:  Click here for Proposition 65 warning; Item model number:  92001-1174; Date first available at Amazon.com:  August 21 2017; Amazon Best Sellers Rank:  #131330 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#72 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Garment Bags; #72 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Garment Bags; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Samsonite-Leverage-Wheeled-Garment-Charcoal/dp/B074W974LP/ref=sr_1_534
Nornou,Nornou Foldable Travel Garment Bag Ultra-light Professional Suit Dustproof Bag,21.99,Black; Black Upgraded; Blue Upgraded; Red,24 customer reviews,4.2 out of 5 stars,NA,Package Dimensions:  15 x 12 x 1.5 inches; Shipping Weight:  1.15 pounds (View shipping rates and policies); ASIN:  B077ZHDHYX; ; Date first available at Amazon.com:  December 7 2017; Amazon Best Sellers Rank:  #60170 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#39 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Garment Bags; #39 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Garment Bags; Average Customer Review: 24 customer reviews,5 star (71%),4 star (13%),3 star (4%),2 star (4%),1 star (8%),https://www.amazon.com/Nornou-Garment-Travel-Business-Cover/dp/B077ZHDHYX/ref=sr_1_535
biaggi,Biaggi Zipsak 27" 4 Wheel Microfold Suitcase,63.99,Black; Cobalt Blue; Grey; Purple; Red; Winter Blue,38 customer reviews,3.7 out of 5 stars,NA,Product Dimensions:  15 x 12 x 27 inches; Shipping Weight:  5.25 pounds (View shipping rates and policies); ASIN:  B071P4MKP9; ; Item model number:  631127-GY; Date first available at Amazon.com:  January 15 2016; Amazon Best Sellers Rank:  #82017 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry); Average Customer Review: 38 customer reviews,5 star (47%),4 star (26%),3 star (8%),2 star (11%),1 star (8%),https://www.amazon.com/Biaggi-Luggage-Zipsak-Spinner-Suitcase/dp/B071P4MKP9/ref=sr_1_536
Baosha,BAOSHA HB-14 Canvas Travel Tote Duffel Bag Carry on Weekender Overnight Bag Oversized for Women and Ladies,39.99,Black Strip; Blue Strip,2 customer reviews,5.0 out of 5 stars,NA,Product Dimensions:  21.3 x 9.4 x 13 inches; Shipping Weight:  2.85 pounds (View shipping rates and policies); ASIN:  B07688PD5P; ; Date first available at Amazon.com:  October 7 2017; Amazon Best Sellers Rank:  #45667 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#53 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#230 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #53 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #230 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 2 customer reviews,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/BAOSHA-Canvas-Weekender-Overnight-Oversized/dp/B07688PD5P/ref=sr_1_537
,Eagle Creek No Matter What Flatbed Duffel 32 Inch,198.57,Black; Cobalt,19 customer reviews,4.0 out of 5 stars,NA,Product Dimensions:  32 x 15.2 x 12.2 inches; Shipping Weight:  12.2 pounds (View shipping rates and policies); ASIN:  B00M1P3JUU; ; Item model number:  EC-20521010; Date first available at Amazon.com:  February 2 2015; Amazon Best Sellers Rank:  #215146 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#292 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #292 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 19 customer reviews,5 star (74%),4 star (11%),N/A,2 star (5%),1 star (10%),https://www.amazon.com/Eagle-Creek-Matter-Flatbed-Duffel/dp/B00M1P3JUU/ref=sr_1_538
,American Tourister Disney 18 Inch Upright Soft Side,32.07,Star Wars/Darth Vader; Star Wars/Multi; Star Wars/Storm Trooper,321 customer reviews,4.7 out of 5 stars,NA,Product Dimensions:  18 x 12 x 7 inches; Shipping Weight:  5 pounds (View shipping rates and policies); ASIN:  B00W83KAZC; ; Item model number:  65774-4431; Date first available at Amazon.com:  April 16 2015; Amazon Best Sellers Rank:  #51522 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#12 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Kids' Luggage; #12 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Kids' Luggage; Average Customer Review: 321 customer reviews,5 star (84%),4 star (10%),3 star (3%),2 star (1%),1 star (2%),https://www.amazon.com/American-Tourister-Disney-Upright-Multi/dp/B00W83KAZC/ref=sr_1_539
The Dance Angel,The Dance Angel Suitcase Carry-On Solid Black "Broadway Black",174.99,,NA,NA,NA,Package Dimensions:  25.7 x 15.2 x 9.8 inches; Shipping Weight:  12 pounds (View shipping rates and policies); ASIN:  B071735CCZ; ; Item model number:  02TDACOSB; Date first available at Amazon.com:  May 21 2017; Amazon Best Sellers Rank:  #121836 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#165 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; #165 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Dance-Angel-Suitcase-Carry-Broadway/dp/B071735CCZ/ref=sr_1_540
Wally Bags,WallyBags 42 Inch Shoulder Strap Garment Bag,63.99,Olive; Black; Brown,107 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  3 x 22 x 42 inches; Shipping Weight:  2 pounds (View shipping rates and policies); ASIN:  B00DRDEKAI; ; Item model number:  1810; Date first available at Amazon.com:  November 8 2012; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #114099 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#61 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Garment Bags; #61 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Garment Bags; Average Customer Review: 107 customer reviews,5 star (75%),4 star (18%),3 star (2%),2 star (2%),1 star (3%),https://www.amazon.com/WallyBags-42-inch-Garment-Pockets-Shoulder/dp/B00A1M3S8I/ref=sr_1_541
Kipling,Kipling Noelle Bag,59.00 - 134.00,True Blue; Black; Dazzle Moss Green,122 customer reviews,4.9 out of 5 stars,NA,Product Dimensions:  18 x 9 x 13.5 inches; Shipping Weight:  1.43 pounds (View shipping rates and policies); ASIN:  B00KU2UYUO; ; Item model number:  TM5311; Date first available at Amazon.com:  July 24 2014; ; Domestic Shipping:  Currently item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments please check with the manufacturer regarding warranty and support issues.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #111345 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#347 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Top-Handle Bags#56863 in Clothing Shoes & Jewelry > Women > Shops; #347 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Top-Handle Bags; #56863 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 122 customer reviews,5 star (88%),4 star (10%),3 star (2%),N/A,N/A,https://www.amazon.com/Kipling-Variation-Maxwell-blue/dp/B01M7RXGQK/ref=sr_1_542
,Briggs & Riley Baseline Expandable 24" Upright,549.00,Black; Olive,25 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  18 x 10.3 x 25 inches; Shipping Weight:  13.23 pounds (View shipping rates and policies); Shipping Advisory:  This item must be shipped separately from other items in your order. Additional shipping charges will not apply.; ASIN:  B008M6ZD06; ; Item model number:  U125CX-4; Date first available at Amazon.com:  July 24 2012; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #299927 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#385 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; #385 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Suitcases; Average Customer Review: 25 customer reviews,5 star (80%),4 star (8%),3 star (8%),N/A,1 star (4%),https://www.amazon.com/Briggs-Riley-Baseline-Expandable-Upright/dp/B008M6ZD06/ref=sr_1_543
